_t1,inventoryNo,regionId,illustrationFileName,name,ability,notes,type,subType,regionName,size,rank,discordChannelUrl
,CD2,C,DOKKEBI_31,왕도깨비,"육신과 영혼을 섞어 도깨비를 만들어낼 수 있다. / 특대형 뽀죡 방망이, 차원의 허리띠","도깨비월드 세계관의 최강자 ‘선대 아홉 도깨비’중 하나. 일명 ‘남쪽의 왕도깨비’ ‘앵두깨비’와 함께 북쪽을 다스리는 거대 남매 도깨비 였으나, ‘표사자’와의 전쟁에서 승리를 하여 훗날 ‘남쪽의 왕도깨비’가 되었다. 하지만 그의 여동생 ‘앵두깨비’와 ‘원만부’를 두고 전쟁을 벌였지만 패배, 유일한 혈육을 잃은 그는 속세를 떠나 ‘도깨비 신 나무’를 찾아간다. 이 때 소명을 부여받아 육신과 영혼을 관장하는 일에 몰두하게 된다.",도깨비,,제아쿨,초대형,SS,https://discord.com/channels/1283684660190249030/1283691620318842892
,CD3,C,DOKKEBI_32,여인초 스캇,- / 고약한 분비물,"과거 남부에서 리듬 잘 타기로 유명했던 5중주 쎄시봉 퀸텟. 왕도깨비의 세례의식 몰입을 위해 남부에서 트리오만 뽑아와 좋은 터를 잡아 심어두면서, 퀸텟의 수를 맞추기 위해 리듬 좀 타던 도깨비들의 영혼을 조합해 만들어진 첫번째 영혼 꼴라주. 미쳐버린 쎄시봉 여인초의 대용으로 만들어졌다. 땅이 울리는대로 야! 야! 소리만 알림처럼 내뱉어 제 값을 하지 못하고있다. 쾌성 출신의 영혼들로 만들어진 탓에 고약한 분비물이 많이 나와 냄새에 예민한편. 하필 누군가의 고환이 턱에 달려 여름이면 냄새가 지독하다. 오로지 할 줄 아는건 헤드뱅잉뿐, 리듬 따라 분비물들을 주변에 떨어뜨린다.",영혼,영혼콜라주,제아쿨,중형,D,https://discord.com/channels/1283684660190249030/1283691646529175634
,CD4,C,DOKKEBI_33,쎄시봉 여인초,- / 빛나는 제3의 눈알,"과거 남부에서 리듬 잘 타기로 유명했던 전설의 5중주, 쎄시봉 퀸텟 중 하나. 왕도깨비의 세례의식 몰입을 위해 남부에서 뽑아와 좋은 터를 잡아 심어두었다. 왕도깨비의 주변엔 땅의 울림에 따라 연주하는 식물들을 남부에서 뽑아와 심어두었다. 하지만 퀸텟으로 완벽했던 그들을 이동중 멤버의 죽음으로 트리오만 데려온 상황. 왕도깨비는 전국을 뒤져 ‘룰루타운’과 ‘파루자 타운’ 그리고 ‘쾌성’ 출신의 음악적 혼이 풍부한 영혼들만 엄선하여 추출한 뒤, 영혼 꼴라주들을 만들어 퀸텟을 유지하려 노력했다. 하지만 완벽한 하모니는 나오지 않았으며, 완벽을 위해 많은 영혼 꼴라주를 만든 결과, 지금은 함께 리듬을 타고 연주하는 빅밴드가 되었다. 이 빅밴드는 지금 ‘제아 패거리’라 불린다. 그들이 내는 경박한 소리와 요상한 빛의 하모니는 스산한 느낌을 주면서도 한편으론 평화롭다. 터를 옮기고, 그녀의 자랑이던 환상의 춤과 목소리는 멈추었다. 북부로 강제이동 중, 쎄시봉 버섯 쌍둥이 (RD50)의 죽음으로 칠죄종중 하나, ‘분노의 저주’에 걸려 폭력적이고 잔인한 성격의 꽃으로 변했다. 밤이되면 번뜩이는 머리 위 눈알이 나플거리며 아름답게 움직인다. 그 빛에 홀린 길 잃은 영혼과 육신을 먹고산다. 땅에 밖힌 뿌리를 끊어내고, 왕도깨비(CD2)가 가지고있는 신발처럼 혹시나 비슷한 것이라도 갖게된다면 세상을 떠돌며 쎄시봉 버섯형제의 영혼을 수거할수 있지않을까..하는 꿈을 꾸고 있다. 도디리도르(CD19)가 벗어논 신발은 코앞에 있지만 닿질 않고, 그 와중 촉수벌레(BD14)가 부츠를 선물 받았다는 소식을 접한다..",식물,,제아쿨,중형,A,https://discord.com/channels/1283684660190249030/1283691674765365299
,CD5,C,DOKKEBI_34,봄이어미의 돌,,"오래전 연못(CD95)의 위치에 솟대와 물그릇을 가져다 놓고 전장에 나간 남편을 위해 빌고 빌었던 의좋은 색시로 알고있다. 그녀가 떠놓았던 물그릇이 현재는 왕도깨비의 세례연못( CD95)이 되었다. 매년 나비모양의 풀이 자라고, 그것들은 꽃사자가 지나가는 계절이 오면 바람에 훨훨 날아간다.",돌,,제아쿨,대형,D,https://discord.com/channels/1283684660190249030/1283691717316444210
,CD6,C,DOKKEBI_35,촉수 벌레 첫째의 돌,,"촉수벌레(BD14)의 친형제가 떠난 육신. 어린 동생을 버리고, 새로운 육신을 얻은 그는, 발이 무려 13개나 달린 도깨비가 되어 깨쑝의 파루자타운에서 신나게 춤을 추고 지내는 것으로 전해진다.",돌,,제아쿨,중형,E,https://discord.com/channels/1283684660190249030/1283691760635215872
,CD7,C,DOKKEBI_36,외로운 논백버미,,"‘버미’들은 ‘깨숑 파루자 타운’의 원주민으로 캐스터네츠와 같이 틀딱 거리는 소리를 담당하고있다. 깨숑 근처에 쌓여있던 현무암들이 땅의 울림을 통해 서로 부딪히며 탄생한 모양이다. 과거엔 왕도깨비와 앵두깨비 산하에서 수많은 살생을 했던 것으로 알려져있다. 남북 정복 당시 남매에게 북부로 끌려가, 쓸모없어지거나 도주하다 걸린 ‘두번째 자식’들을 깨는데 사용되거나, 영혼 참수시에 남겨진 수많은 돌 무덤을 잘게 씹어 도깨비 성 (ED9) 건설을 도왔다는 소문도 있다. 정확한 것은 시간이 흘러 왕도깨비와 앵두깨비가 전쟁을 벌이는 틈을타 집단에 숨어 도주해 고향을 찾아 왔다는 것 뿐이다. 이 종족을 둘러싼 수많은 말들이 돌지만, 의식이 있나 싶을 정도로 땅의 울림 따라 딱딱 대기 바쁜 버미들이다. 뭐라 떠드는데, 이조용한 동네에서 달그락 거리는 소리가 참으로 거슬린다. 누군가 눌러 앉고 간뒤로 더 요란해졌다. 그의 소음에 귀기울여 보면, 감춰진 역사를 알 수 있을지도 모른다.",돌,,제아쿨,소형,C,https://discord.com/channels/1283684660190249030/1283691791597572108
,CD8,C,DOKKEBI_37,쾌성 도깨비가 버려둔 돌,,"몸의 전율을 보아하니, 쾌성의 도깨비 아니었겠냐는 소문. 사실은 돌이 아닌 영생 할 수 있는 버섯. 인간세상에선 영지 버섯으로 알려져있다.",식물,,제아쿨,소형,E,https://discord.com/channels/1283684660190249030/1283691824829038612
,CD9,C,DOKKEBI_38,도디리도르의 신발,,"도디리도르(CD19)가 벗어논 부츠. 불에 타오르는 땅이건, 미끌거리는 지역이건 상관없이 어디든 걸을수 있다.",도깨비,아티팩트,제아쿨,소형,D,https://discord.com/channels/1283684660190249030/1283691862615527454
,CD10,C,DOKKEBI_39,버크,,"밤밤’에서 탄생한 신비하고 영험한 도깨비불이였다. 그는 다른 도깨비불들과 달리 호기심이 넘쳐, 빠른 이동속도를 이용해 남쪽 끝에서 북쪽 끝까지 넘어오게 되었다. 이곳에서 그는 그만 ’피지와 길섶나그네(CD11)’의 밀애를 훔쳐보게 되었는데, 그것이 그에게는 꽤나 중독적이여서 습관처럼 지켜보게 되었다. 그러던 중, ‘앵두깨비’의 수하에 의해 포획되었고, ‘앵두깨비’의 영혼 콜라주의 실험체가 되어 고통에 몸부림 치다 영혼의 반이 날아가 돌로 굳어져 버렸다.",돌,,제아쿨,소형,D,https://discord.com/channels/1283684660190249030/1283691884958711842
,CD11,C,DOKKEBI_40,피지와 길섶나그네의 밀애,,과대망상에 빠진 도리눗(OD3). 누워있지 않다고 생각한 만삼천번째 생각에 도리눗으로 부터 자유를 얻게된 피지 13은 돌에 앉아 쉬어가던 도중 신의나무(CT1)을 바라보고 작은 소리로 노래를 부르는 길섶나그네의 센치한 목소리에 푹 빠져버렸다.,돌,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283691937593032714
,CD12,C,DOKKEBI_41,"이십일장군과 사십장군, 그리고 수수깡의 부러진 코 뼈",,수수깡 (BD18)이 떨어뜨린 코뼈가 평상돌 위에 그윽하게 자리 잡았다.오백장군의 행렬속을 빠져 나와 평상위에서 밤새 수다로 꽃피우다 돌이된 이십일장군과 사십장군.,돌,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283691994069205064
,CD13,C,DOKKEBI_42,버려진 키,,….!!?,돌,,제아쿨,초소형,?,https://discord.com/channels/1283684660190249030/1283692026130600056
,CD14,C,DOKKEBI_43,설문대할망의 가면,,전설의 설문대할망의 가면으로 추정된다. 이것이 맞다면 이 무거운 가면을 들고 황금 이빨 대장장이를 찾아가거나. 무거운 황금이빨 대장장이를 들고 모셔오도록. 힌트를 얻기엔 방법들이 너무 무겁다. 포크레인이 있다면 일이 쉬워질것만 같은데.…,돌,아티팩트,제아쿨,소형,E,https://discord.com/channels/1283684660190249030/1283692057218781184
,CD15,C,DOKKEBI_44,머랭햄시,,"먼 지역 ‘천지인’의 후손이라는 소문이 무성한 ‘머랭햄시’. 그는 천지인에서 지내는  ‘겅한댄하멍 남매(RD21)’와  ‘겅한댄햄신디 형제(RD22)’가 본인의 뿌리라고 생각하고 있다. 정령의 돌을 얻고자 ‘머랭햄시’ 앞에서 춤을 추면 돌 사이에 숨어있다가 슥- 나와서는 수줍게 조그마한 돌을 준다. 이 돌은 때로는 그냥 돌같은 무게이지만, 때로는 공기처럼 가볍기도 하다. 호기심이 생긴 누군가가 가벼운 돌을 갈라봤더니 플라스틱이였다. 또 누군가의 돌은 스트료폼이었다. ",돌,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283692091548893277
,CD16,C,DOKKEBI_45,재빠른 마기의 몸,,재빠르기로 유명했던 마기(BD13)의 작고 날렵한 육신은 버려져 절규하는 모양새의 돌이 되었다. 어떻게 살고 있을지 모를 마기를 기리는 트로피 같기도 하다.,돌,,제아쿨,소형,E,https://discord.com/channels/1283684660190249030/1283692131898232922
,CD17,C,DOKKEBI_46,소원탑,,"조그마한 도깨비들이 와서 쉬어가기도 하고, 소원을 읊고 가기도 한다는 세상에서 가장 작은 소원탑.",돌,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283692160356450324
,CD18,C,DOKKEBI_47,일몽령,,일몽령’은 거대한 사념체 ‘삼몽령’에서 뜯어나온 아주 작은 조각이다. 그는 ‘탄생의 빛’과 결합하지 않은 탓에 육신을 갖지 않고 정처없이 떠돌다가 돌멩이에 정착하게 되었다. ‘삼몽령’의 모습을 본따 모습을 형성한 그는 자그마한 돌로 두 도꺠비를 만들어 마치 생명을 불어 넣어 창조한듯 신의 놀이에 심취해 있다. 그들의 일거수 일투족을 만들어내며 수많은 시련도 준다. 꽤나 좋은 에피소드를 만들어 내고있다.,돌,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283692188558950410
,CD19,C,DOKKEBI_48,도디리도르,도디리도르의 신발,"분명 머리가 잘리지 않았는데, 돌처럼 딱딱하다. 돌처럼 딱딱한 피부를 보호막 삼아, 돌인척 숨어사는 최약체 도깨비. 어디든 걸어 다닐수 있는 대형 신발을 지니고 있었지만, 너무 무거워  제아쿨 근처에 벗어두고 왔다. 가벼운 몸놀림과 빠른 이동속도에 심취해 있는 이녀석은 벗어둔 만능 신발은 잊은듯 하다.  신발 주인이 바뀔지도 모르겠다. ",도깨비,,제아쿨,소형,E,https://discord.com/channels/1283684660190249030/1283692208762912768
,CD20,C,DOKKEBI_49,소굴,,네지(BD12)의 버린 몸. 끈적이며 꿀흐르듯 촉촉했던 그의 몸은 단단히 굳었다. 액체의 굴곡이 굳어 형성된. 깊게 파인 구멍엔 어떤 생명체가 숨어 살고 있는듯 하다.,돌,,제아쿨,중형,E,https://discord.com/channels/1283684660190249030/1283692228602105897
,CD21,C,DOKKEBI_50,소굴들,,"네개의 버려진 몸 더미. 어느새 자그마한 생명체들의 소굴이 되어있다. 추정하기로는 가리오(CD69)와 제스트(CD77), 그리고 정체모를 몇몇의 버려진 몸인것 같다.",돌,,제아쿨,대형,E,https://discord.com/channels/1283684660190249030/1283692250735313026
,CD22,C,DOKKEBI_51,미무무,," 누군가의 머리였던 네모난, 후회 가득한 얼굴의 통굴(CD60)’ 옆에 굳어버린 ‘누군가의 머리였던 네모난, 인자한 얼굴의 탕굴 (CD58)’ 걱정에 파묻힌 미망인. 이들에겐 무슨 사연이 존재 하는것일까.",돌,,제아쿨,소형,E,https://discord.com/channels/1283684660190249030/1283692273783275573
,CD23,C,DOKKEBI_52,사상가 ‘다 눗’,깨달음의 대화 / 인간의 단어,"망상가로 알려진 도깨비 ‘시 눗’과 인간 수컷 사이에서 ‘도깨비 혹’으로 태어난 자식들 중 셋째. 도리눗(OD3)이나 페파 눗 (OD2)처럼 방에 틀어박혀 있지않고, 둥지를 떠나 세상을 유랑하며 아버지를 따라 사상가로 성장하고 있는 모양. 역시나 이 집안의 자식아니랄까봐 누워있다. 쉬어가는 길에 그와 나눴던 대화가 꽤나 여운이 남는다.",도깨비,반도깨비,제아쿨,초소형,A,https://discord.com/channels/1283684660190249030/1283692329395425371
,CD24,C,DOKKEBI_53,작은 도깨비 폴,눈물 없는 하-품,"누군가의 목이 붙어있던 온기에 생을 의존하고 사는 진드기. 올려다 보며 동경했던, 큰 도깨비들 처럼 입을 벌려 포탈을 만들고픈 허망 된 꿈속에 살고있다.",돌,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283692368528408596
,CD25,C,DOKKEBI_54,동재,,"진짜 돌도 아닌 주제에 정령의 숲 근처 돌에 대해 헛소문을 시끄럽게 떠벌리고 다니다, 잠시 쉬어가던 사상가 ‘다 눗’이 주고간 깨달음과 동반된 부끄러움에 주눅이 든 떠벌이 동재.",돌,,제아쿨,소형,E,https://discord.com/channels/1283684660190249030/1283692392230293505
,CD26,C,DOKKEBI_55,조모줍,,단두오름에서 굴러 떨어진 작은 통굴. 누군가가 돌인줄 알고 돌탑을 쌓아뒀다.,돌,통굴,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283692421049483335
,CD27,C,DOKKEBI_56,마왕과 칠십사장군,,자신의 팔에 흐르는 인간의 피에 당황하는 마왕과 진실을 외면하는 칠십사 장군의 뒷모습,돌,,제아쿨,초소형,D,https://discord.com/channels/1283684660190249030/1283692454524092427
,CD28,C,DOKKEBI_57,비운의 돌,,"단두오름에 머리가 잘려 돌이된것이 아닌, 강풍에 접착력이 약한 머리가 떨어져 돌로 굳어버린 비운의 도깨비",돌,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283692476359512064
,CD29,C,DOKKEBI_58,디졸,,드디어 자신의 땅을 찾아 입을 벌릴수 있게된 깨뽀졸(AD3)의 둘째아들. 언제나 자신의 땅을 찾아 입을 크게 벌려 뿌리를 내리고 살라는 가르침을 받고 자랐다. 어미처럼 다른 차원을 열고 있는지도…? 들어가기엔 입이 너무 작아보인다.,도깨비,,제아쿨,초소형,E,https://discord.com/channels/1283684660190249030/1283692496807002172
,CD30,C,DOKKEBI_59,몹비탈,,"야 이거 내 뇌라고 병신아. 내 수염 아니었어? 야 요번엔 뭐였냐? 안보여 대가리 치워봐. ‘단두오름’과 ‘도깨비 신 나무’를 지키는 문지기의 몸 가운데에 생긴 포탈이다. 이들은 이 포탈이 자신의 뇌, 자신의 생식기, 자신의 턱이라 생각하고있는 만큼, 자웅동체로서 스스로 정리가 안되어 있다. 이 포탈에서는 도깨비월드에서 알 수 없는 것들(인간 세상에서 넘어온 물건들)이 넘어온다. 불시에 튀어나와 금방 아래로 굴러 떨어져 제대로 알지 못한다. 이것들로 인해 몹비탈은 방금 이뻤냐? 봤냐? 쓰잘때기 없는 질문들만 되묻고있다.",돌,,제아쿨,중형,A,https://discord.com/channels/1283684660190249030/1283692523365204041
